EZABPQM;Type;"Ouverture des manifestations d'intérêts";"Clôture des manifestations d'intérêts";"Ouverture des demandes d'attribution"
0356151;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356152;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356153;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356154;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356155;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356156;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356157;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356158;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356159;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356531;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356532;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356533;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356534;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356535;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356536;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356537;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356597;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0356598;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0362266;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0362267;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0362268;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0362269;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366582;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366583;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366584;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366585;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366586;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366587;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366588;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0366589;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367293;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367294;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367296;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367297;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367299;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367501;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367502;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367503;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367504;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367507;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367508;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367511;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367512;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367513;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367514;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367515;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367516;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367517;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367518;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367611;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367612;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367613;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367614;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367615;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367616;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367617;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367618;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367619;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367661;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367662;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367663;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367664;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367665;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367666;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367667;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367668;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367669;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367821;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367822;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367823;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367824;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367825;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367826;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367827;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367828;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367829;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367831;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367832;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367833;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367834;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367835;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367836;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367837;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0367838;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372514;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372516;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372517;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372519;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372801;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372802;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372803;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372804;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372805;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372806;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372807;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372808;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372809;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372851;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372852;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372853;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372854;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372855;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372856;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372857;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372858;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372859;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372941;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372942;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372943;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372944;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372945;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372946;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372947;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372948;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372949;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372991;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372992;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372993;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372994;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372995;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372996;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372997;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372998;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0372999;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373622;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373623;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373624;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373625;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373626;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373627;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373628;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373629;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373811;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373812;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373813;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373814;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373815;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373816;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373817;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373818;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0373819;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0374221;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
0374222;"Numéros polyvalents";22/03/2026;22/04/2026;23/04/2026
3927;"Numéro court généraliste";23/03/2026;23/04/2026;24/04/2026
0755528;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0757936;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755525;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0757956;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755529;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755527;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755516;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755526;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0757943;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0757948;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755513;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0755515;"Numéros mobiles";24/03/2026;24/04/2026;25/04/2026
0355628;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0178465;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0355621;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0427866;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
048363;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0427867;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0486675;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0178462;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0178460;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0178466;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0178468;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
0178469;"Numéros polyvalents";26/03/2026;26/04/2026;27/04/2026
1610;"Préfixe de sélection du transporteur à quatre chiffres";28/03/2026;28/04/2026;29/04/2026
050616;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050615;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050614;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050613;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050612;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050610;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050609;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050608;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050607;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050606;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050605;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050604;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050603;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050602;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050601;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050600;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
084305;"Préfixes de routage de services innovants";04/04/2026;04/05/2026;05/05/2026
084304;"Préfixes de routage de services innovants";04/04/2026;04/05/2026;05/05/2026
010755;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010754;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010753;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010752;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010744;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010743;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010742;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010741;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010740;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010739;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010738;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010737;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010736;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010735;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010734;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010733;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010724;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010723;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010722;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010721;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010720;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010719;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010718;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010717;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010716;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010715;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010714;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010713;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010712;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010711;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010710;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010709;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010708;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010707;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010706;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010704;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010703;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010702;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010701;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010700;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010697;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010686;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010683;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010681;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010676;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010675;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010674;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010673;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010670;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010664;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010663;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010662;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010660;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010657;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010655;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010654;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010649;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010647;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010644;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010643;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010642;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010641;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010640;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010639;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010638;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
010020;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030649;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040752;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040708;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040707;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040706;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040703;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040702;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040698;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040686;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040681;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040679;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040677;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040676;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040660;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040658;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040655;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040641;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040640;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040630;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040629;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040627;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040626;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040625;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040624;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050620;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050618;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030688;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030687;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030686;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030685;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030684;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030683;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030682;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030681;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030680;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030679;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030678;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030677;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030676;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030675;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030674;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030673;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030672;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030671;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030668;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030667;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030663;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030632;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030623;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030620;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030619;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030618;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030617;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030613;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030612;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030611;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030610;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030609;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030608;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030607;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030606;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030605;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030604;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030603;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030602;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030601;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030600;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050704;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050702;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050700;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050698;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050697;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050693;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050692;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050691;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050651;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050646;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050630;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050627;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040799;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040798;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040797;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040796;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040795;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040794;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040793;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040792;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040791;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
040753;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
3611;"Numéro court généraliste";04/04/2026;04/05/2026;05/05/2026
05118;"Préfixes de routage des numéros mobiles";04/04/2026;04/05/2026;05/05/2026
050741;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050738;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050737;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
05119;"Préfixes de routage des numéros mobiles";04/04/2026;04/05/2026;05/05/2026
084303;"Préfixes de routage de services innovants";04/04/2026;04/05/2026;05/05/2026
084302;"Préfixes de routage de services innovants";04/04/2026;04/05/2026;05/05/2026
084208;"Préfixes de routage des numéros spéciaux";04/04/2026;04/05/2026;05/05/2026
084105;"Préfixes de routage de services innovants";04/04/2026;04/05/2026;05/05/2026
